,vehicle_id,vehicle_eclass,vehicle_fuel,laneID,vehicle_type,vehicle_x,vehicle_y,edgeID,lon,lat,cluster_label
62,pedestrian_1-3_4492_tr,hbefa3/pc_g_eu4,1.0,153359_1_1,passenger3,7457.37,4683.92,153359_1,7.454546566149951,43.76178134336546,1
63,pedestrian_1-3_4543_tr,hbefa3/pc_g_eu4,1.09,153359_1_1,passenger4,7458.72,4695.46,153359_1,7.454546566149951,43.76178134336546,1
64,pedestrian_1-3_4698_tr,hbefa3/pc_g_eu4,1.0,152558_6_1,passenger2a,7243.69,4494.21,152558_6,7.451358150957602,43.75954864684783,1
65,pedestrian_1-3_4755_tr,hbefa3/pc_g_eu4,1.0,152558_6_1,passenger2a,7257.13,4506.57,152558_6,7.451358150957602,43.75954864684783,1
66,pedestrian_1-3_4886_tr,hbefa3/pc_g_eu4,1.0,153012_1_2,passenger4,8277.24,4663.09,153012_1,7.469405337324932,43.75858332395062,1
67,pedestrian_1-3_5360_tr,hbefa3/pc_g_eu4,1.13,153012_1_2,passenger1,8606.79,4296.21,153012_1,7.469405337324932,43.75858332395062,1
68,pedestrian_1-3_5373_tr,hbefa3/pc_g_eu4,1.13,152558_6_1,passenger2b,7256.77,4507.17,152558_6,7.451358150957602,43.75954864684783,1
69,pedestrian_1-3_5597_tr,hbefa3/pc_g_eu4,1.13,153012_1_2,passenger4,8586.44,4305.3,153012_1,7.469405337324932,43.75858332395062,1
70,pedestrian_1-3_5617_tr,hbefa3/pc_g_eu4,0.0,152558_6_1,passenger3,7240.33,4491.88,152558_6,7.451358150957602,43.75954864684783,1
71,pedestrian_1-3_880_tr,hbefa3/pc_g_eu4,0.0,152558_6_1,passenger1,7246.99,4496.13,152558_6,7.451358150957602,43.75954864684783,1
72,pedestrian_1-gw1_1195_tr,hbefa3/pc_g_eu4,1.12,152558_6_1,passenger4,7227.28,4465.57,152558_6,7.451358150957602,43.75954864684783,1
73,pedestrian_1-gw1_1829_tr,hbefa3/pc_g_eu4,1.13,153485_2_2,passenger2a,7189.05,5058.94,153485_2,7.450933488930565,43.76598182367368,1
74,pedestrian_1-gw1_392_tr,hbefa3/pc_g_eu4,0.91,153485_4_1,passenger2b,6616.8,4248.39,153485_4,7.449224386192401,43.76282552194194,1
75,pedestrian_1-gw2_1195_tr,hbefa3/pc_g_eu4,1.0,153362_0_2,passenger4,7608.73,5003.79,153362_0,7.45642319097824,43.76458319140063,1
76,pedestrian_1-gw2_1263_tr,hbefa3/pc_g_eu4,1.0,153359_1_1,passenger1,7670.53,4627.39,153359_1,7.454546566149951,43.76178134336546,1
77,pedestrian_1-gw2_1474_tr,hbefa3/pc_g_eu4,1.13,153012_1_2,passenger2b,8400.93,4510.89,153012_1,7.469405337324932,43.75858332395062,1
78,pedestrian_1-gw2_1503_tr,hbefa3/pc_g_eu4,1.13,152558_6_1,passenger3,7245.04,4495.65,152558_6,7.451358150957602,43.75954864684783,1
79,pedestrian_1-gw2_1523_tr,hbefa3/pc_g_eu4,1.0,152558_6_1,passenger1,7202.69,4442.44,152558_6,7.451358150957602,43.75954864684783,1
80,pedestrian_1-gw2_154_tr,hbefa3/pc_g_eu4,1.13,153012_1_2,passenger2b,8632.98,4295.6,153012_1,7.469405337324932,43.75858332395062,1
81,pedestrian_1-gw2_1572_tr,hbefa3/pc_g_eu4,1.0,153359_1_1,passenger1,7665.88,4626.0,153359_1,7.454546566149951,43.76178134336546,1
82,pedestrian_1-gw2_1591_tr,hbefa3/pc_g_eu4,1.13,153012_1_2,passenger1,8637.6,4296.94,153012_1,7.469405337324932,43.75858332395062,1
83,pedestrian_1-gw2_191_tr,hbefa3/pc_g_eu4,0.93,152558_5_1,passenger2a,7181.76,4435.9,152558_5,7.4494068217116,43.75797561169512,1
84,pedestrian_1-gw2_241_tr,hbefa3/pc_g_eu4,1.0,153354_0_1,passenger1,7721.31,4662.35,153354_0,7.457521732201461,43.761405479979,1
85,pedestrian_1-gw2_260_tr,hbefa3/pc_g_eu4,1.13,153012_1_2,passenger2b,8632.98,4295.6,153012_1,7.469405337324932,43.75858332395062,1
86,pedestrian_1-gw2_403_tr,hbefa3/pc_g_eu4,1.23,152558_5_1,passenger2a,7039.19,4283.4,152558_5,7.4494068217116,43.75797561169512,1
87,pedestrian_1-gw2_439_tr,hbefa3/pc_g_eu4,1.0,153360_0_1,passenger1,7485.1,5186.44,153360_0,7.455240788140039,43.765955768975736,1
88,pedestrian_1-gw2_500_tr,hbefa3/pc_g_eu4,1.0,153362_0_2,passenger2b,7612.61,4992.13,153362_0,7.45642319097824,43.76458319140063,1
89,pedestrian_1-gw2_534_tr,hbefa3/pc_g_eu4,1.13,153359_1_1,passenger2b,7635.0,4618.52,153359_1,7.454546566149951,43.76178134336546,1
90,pedestrian_1-gw2_681_tr,hbefa3/pc_g_eu4,1.0,152558_6_1,passenger1,7250.12,4501.06,152558_6,7.451358150957602,43.75954864684783,1
91,pedestrian_1-gw2_722_tr,hbefa3/pc_g_eu4,1.13,153012_1_2,passenger4,8125.93,4835.13,153012_1,7.469405337324932,43.75858332395062,1
92,pedestrian_1-gw2_808_tr,hbefa3/pc_g_eu4,1.0,153485_2_2,passenger1,7181.65,5037.39,153485_2,7.450933488930565,43.76598182367368,1
93,pedestrian_2-1_1024_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8626.13,4295.68,153012_1,7.469405337324932,43.75858332395062,1
94,pedestrian_2-1_1031_tr,hbefa3/ldv_g_eu6,1.08,152473_1,motorcycle,7158.1,5199.62,152473,7.450722404282039,43.7664006067216,1
95,pedestrian_2-1_1040_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8614.09,4294.24,153012_1,7.469405337324932,43.75858332395062,1
96,pedestrian_2-1_1052_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8615.61,4294.03,153012_1,7.469405337324932,43.75858332395062,1
97,pedestrian_2-1_1054_tr,hbefa3/ldv_g_eu6,0.53,152558_6_1,moped,7236.32,4487.17,152558_6,7.451358150957602,43.75954864684783,1
98,pedestrian_2-1_1067_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8626.43,4294.25,153012_1,7.469405337324932,43.75858332395062,1
99,pedestrian_2-1_1089_tr,hbefa3/ldv_g_eu6,1.08,153360_0_1,motorcycle,7519.21,5141.37,153360_0,7.455240788140039,43.765955768975736,1
100,pedestrian_2-1_1098_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,moped,7673.29,4628.21,153359_1,7.454546566149951,43.76178134336546,1
101,pedestrian_2-1_1103_tr,hbefa3/ldv_g_eu6,0.7,152558_6_1,motorcycle,7259.51,4508.01,152558_6,7.451358150957602,43.75954864684783,1
102,pedestrian_2-1_1112_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8644.23,4300.92,153012_1,7.469405337324932,43.75858332395062,1
103,pedestrian_2-1_1121_tr,hbefa3/ldv_g_eu6,1.08,153362_0_1,motorcycle,7533.05,5130.28,153362_0,7.456461646080743,43.764590283585065,1
104,pedestrian_2-1_1151_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
105,pedestrian_2-1_1162_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
106,pedestrian_2-1_1180_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
107,pedestrian_2-1_1203_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8597.89,4299.76,153012_1,7.469405337324932,43.75858332395062,1
108,pedestrian_2-1_1206_tr,hbefa3/ldv_g_eu6,0.7,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
109,pedestrian_2-1_1212_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8225.13,4728.78,153012_1,7.469405337324932,43.75858332395062,1
110,pedestrian_2-1_1223_tr,hbefa3/ldv_g_eu6,0.55,153354_0_1,moped,7723.81,4663.82,153354_0,7.457521732201461,43.761405479979,1
111,pedestrian_2-1_1259_tr,hbefa3/ldv_g_eu6,1.11,153359_1_1,moped,7489.23,4701.45,153359_1,7.454546566149951,43.76178134336546,1
112,pedestrian_2-1_1261_tr,hbefa3/ldv_g_eu6,0.7,153012_1_1,moped,8643.05,4303.4,153012_1,7.469386308987995,43.758608549677696,1
113,pedestrian_2-1_1265_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
114,pedestrian_2-1_1310_tr,hbefa3/ldv_g_eu6,0.53,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
115,pedestrian_2-1_1318_tr,hbefa3/ldv_g_eu6,1.08,153485_2_2,motorcycle,7175.12,5148.7,153485_2,7.450933488930565,43.76598182367368,1
116,pedestrian_2-1_131_tr,hbefa3/ldv_g_eu6,1.08,153361_2_1,motorcycle,7319.26,4710.55,153361_2,7.452809128022205,43.76203001486708,1
117,pedestrian_2-1_1328_tr,hbefa3/ldv_g_eu6,1.08,152558_6_1,motorcycle,7259.51,4508.01,152558_6,7.451358150957602,43.75954864684783,1
118,pedestrian_2-1_1408_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7663.94,4625.43,153359_1,7.454546566149951,43.76178134336546,1
119,pedestrian_2-1_1421_tr,hbefa3/ldv_g_eu6,0.53,153012_1_1,motorcycle,8630.98,4298.37,153012_1,7.469386308987995,43.758608549677696,1
120,pedestrian_2-1_143_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8637.69,4296.99,153012_1,7.469405337324932,43.75858332395062,1
121,pedestrian_2-1_1445_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8425.86,4476.17,153012_1,7.469405337324932,43.75858332395062,1
122,pedestrian_2-1_144_tr,hbefa3/ldv_g_eu6,1.08,153362_0_2,motorcycle,7613.26,4989.43,153362_0,7.45642319097824,43.76458319140063,1
123,pedestrian_2-1_1472_tr,hbefa3/ldv_g_eu6,0.0,152558_6_1,moped,7252.44,4505.15,152558_6,7.451358150957602,43.75954864684783,1
124,pedestrian_2-1_1490_tr,hbefa3/ldv_g_eu6,1.08,152558_6_1,motorcycle,7197.19,4437.26,152558_6,7.451358150957602,43.75954864684783,1
125,pedestrian_2-1_1491_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7457.1,4681.13,153359_1,7.454546566149951,43.76178134336546,1
126,pedestrian_2-1_1536_tr,hbefa3/ldv_g_eu6,0.53,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
127,pedestrian_2-1_1538_tr,hbefa3/ldv_g_eu6,1.08,153485_2_1,motorcycle,7171.96,5148.23,153485_2,7.450894359233009,43.765976791342425,1
128,pedestrian_2-1_1548_tr,hbefa3/ldv_g_eu6,0.55,153012_1_2,moped,8644.53,4300.56,153012_1,7.469405337324932,43.75858332395062,1
129,pedestrian_2-1_1556_tr,hbefa3/ldv_g_eu6,1.08,152558_6_1,motorcycle,7197.19,4437.26,152558_6,7.451358150957602,43.75954864684783,1
130,pedestrian_2-1_1609_tr,hbefa3/ldv_g_eu6,0.7,152558_6_1,motorcycle,7197.19,4437.26,152558_6,7.451358150957602,43.75954864684783,1
131,pedestrian_2-1_1614_tr,hbefa3/ldv_g_eu6,0.53,153359_1_1,motorcycle,7457.1,4681.13,153359_1,7.454546566149951,43.76178134336546,1
132,pedestrian_2-1_1632_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
133,pedestrian_2-1_1652_tr,hbefa3/ldv_g_eu6,0.0,153012_1_2,motorcycle,7829.0,4900.27,153012_1,7.469405337324932,43.75858332395062,1
134,pedestrian_2-1_1669_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8583.97,4305.5,153012_1,7.469405337324932,43.75858332395062,1
135,pedestrian_2-1_1684_tr,hbefa3/ldv_g_eu6,1.08,152473_1,moped,7158.13,5199.53,152473,7.450722404282039,43.7664006067216,1
136,pedestrian_2-1_168_tr,hbefa3/ldv_g_eu6,1.17,152558_5_1,moped,7087.36,4340.38,152558_5,7.4494068217116,43.75797561169512,1
137,pedestrian_2-1_1696_tr,hbefa3/ldv_g_eu6,0.94,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
138,pedestrian_2-1_1717_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
139,pedestrian_2-1_1723_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
140,pedestrian_2-1_1750_tr,hbefa3/ldv_g_eu6,0.53,153012_1_1,moped,8642.96,4303.36,153012_1,7.469386308987995,43.758608549677696,1
141,pedestrian_2-1_1773_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8628.32,4294.48,153012_1,7.469405337324932,43.75858332395062,1
142,pedestrian_2-1_1784_tr,hbefa3/ldv_g_eu6,0.86,152558_5_1,moped,7060.78,4307.1,152558_5,7.4494068217116,43.75797561169512,1
143,pedestrian_2-1_1794_tr,hbefa3/ldv_g_eu6,0.53,153359_1_1,motorcycle,7670.53,4627.39,153359_1,7.454546566149951,43.76178134336546,1
144,pedestrian_2-1_1797_tr,hbefa3/ldv_g_eu6,0.53,153485_2_2,motorcycle,7173.99,5148.52,153485_2,7.450933488930565,43.76598182367368,1
145,pedestrian_2-1_1835_tr,hbefa3/ldv_g_eu6,1.08,153485_4_1,motorcycle,7029.24,4801.25,153485_4,7.449224386192401,43.76282552194194,1
146,pedestrian_2-1_1852_tr,hbefa3/ldv_g_eu6,1.08,152558_6_1,motorcycle,7259.51,4508.01,152558_6,7.451358150957602,43.75954864684783,1
147,pedestrian_2-1_1887_tr,hbefa3/ldv_g_eu6,0.7,152558_5_1,motorcycle,7183.79,4437.81,152558_5,7.4494068217116,43.75797561169512,1
148,pedestrian_2-1_1893_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,moped,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
149,pedestrian_2-1_18_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7457.1,4681.13,153359_1,7.454546566149951,43.76178134336546,1
150,pedestrian_2-1_190_tr,hbefa3/ldv_g_eu6,0.53,153362_0_2,moped,7576.48,5077.12,153362_0,7.45642319097824,43.76458319140063,1
151,pedestrian_2-1_1942_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8609.43,4295.26,153012_1,7.469405337324932,43.75858332395062,1
152,pedestrian_2-1_1973_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8640.09,4298.24,153012_1,7.469405337324932,43.75858332395062,1
153,pedestrian_2-1_1976_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7665.98,4626.03,153359_1,7.454546566149951,43.76178134336546,1
154,pedestrian_2-1_1994_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
155,pedestrian_2-1_19_tr,hbefa3/ldv_g_eu6,0.53,152558_6_1,motorcycle,7249.85,4500.77,152558_6,7.451358150957602,43.75954864684783,1
156,pedestrian_2-1_2018_tr,hbefa3/ldv_g_eu6,0.53,153326_1_1,motorcycle,7247.35,4825.48,153326_1,7.451902239005392,43.763084945141166,1
157,pedestrian_2-1_2036_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
158,pedestrian_2-1_2069_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8628.32,4294.48,153012_1,7.469405337324932,43.75858332395062,1
159,pedestrian_2-1_2083_tr,hbefa3/ldv_g_eu6,0.0,152558_6_1,motorcycle,7258.91,4508.99,152558_6,7.451358150957602,43.75954864684783,1
160,pedestrian_2-1_2090_tr,hbefa3/ldv_g_eu6,0.7,152558_6_2,motorcycle,7260.62,4504.95,152558_6,7.451330416269894,43.75956915965043,1
161,pedestrian_2-1_2167_tr,hbefa3/ldv_g_eu6,0.0,153012_1_2,moped,7631.08,4932.0,153012_1,7.469405337324932,43.75858332395062,1
162,pedestrian_2-1_2179_tr,hbefa3/ldv_g_eu6,1.08,153360_0_1,motorcycle,7465.19,5207.73,153360_0,7.455240788140039,43.765955768975736,1
163,pedestrian_2-1_2182_tr,hbefa3/ldv_g_eu6,1.07,153354_0_1,motorcycle,7715.91,4649.63,153354_0,7.457521732201461,43.761405479979,1
164,pedestrian_2-1_2247_tr,hbefa3/ldv_g_eu6,1.08,152558_6_1,motorcycle,7197.19,4437.26,152558_6,7.451358150957602,43.75954864684783,1
165,pedestrian_2-1_2276_tr,hbefa3/ldv_g_eu6,1.08,153359_0_1,moped,7303.22,4513.12,153359_0,7.452651697792274,43.76026738183603,1
166,pedestrian_2-1_2310_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8631.15,4295.09,153012_1,7.469405337324932,43.75858332395062,1
167,pedestrian_2-1_2433_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
168,pedestrian_2-1_2442_tr,hbefa3/ldv_g_eu6,1.32,153485_2_2,moped,7187.58,5097.3,153485_2,7.450933488930565,43.76598182367368,1
169,pedestrian_2-1_2444_tr,hbefa3/ldv_g_eu6,0.53,152558_6_1,moped,7236.91,4487.72,152558_6,7.451358150957602,43.75954864684783,1
170,pedestrian_2-1_2472_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8621.65,4292.71,153012_1,7.469405337324932,43.75858332395062,1
171,pedestrian_2-1_2480_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7661.42,4624.67,153359_1,7.454546566149951,43.76178134336546,1
172,pedestrian_2-1_2505_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8644.09,4300.96,153012_1,7.469405337324932,43.75858332395062,1
173,pedestrian_2-1_2516_tr,hbefa3/ldv_g_eu6,1.3,153012_1_2,motorcycle,7649.16,4921.75,153012_1,7.469405337324932,43.75858332395062,1
174,pedestrian_2-1_2523_tr,hbefa3/ldv_g_eu6,0.7,153485_2_2,motorcycle,7180.77,5034.83,153485_2,7.450933488930565,43.76598182367368,1
175,pedestrian_2-1_2580_tr,hbefa3/ldv_g_eu6,0.7,153012_1_2,moped,8179.74,4778.81,153012_1,7.469405337324932,43.75858332395062,1
176,pedestrian_2-1_2601_tr,hbefa3/ldv_g_eu6,0.53,152558_6_1,motorcycle,7200.59,4440.46,152558_6,7.451358150957602,43.75954864684783,1
177,pedestrian_2-1_260_tr,hbefa3/ldv_g_eu6,1.05,153012_1_2,motorcycle,8637.69,4296.99,153012_1,7.469405337324932,43.75858332395062,1
178,pedestrian_2-1_2618_tr,hbefa3/ldv_g_eu6,0.83,152558_6_1,motorcycle,7197.19,4437.26,152558_6,7.451358150957602,43.75954864684783,1
179,pedestrian_2-1_2622_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,moped,8643.93,4301.71,153012_1,7.469405337324932,43.75858332395062,1
180,pedestrian_2-1_2626_tr,hbefa3/ldv_g_eu6,0.55,153362_0_2,moped,7605.62,5011.32,153362_0,7.45642319097824,43.76458319140063,1
181,pedestrian_2-1_2634_tr,hbefa3/ldv_g_eu6,0.53,153012_1_1,motorcycle,8642.87,4303.31,153012_1,7.469386308987995,43.758608549677696,1
182,pedestrian_2-1_2662_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8631.22,4295.37,153012_1,7.469405337324932,43.75858332395062,1
183,pedestrian_2-1_2670_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8644.35,4300.47,153012_1,7.469405337324932,43.75858332395062,1
184,pedestrian_2-1_268_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8635.69,4296.35,153012_1,7.469405337324932,43.75858332395062,1
185,pedestrian_2-1_2701_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,moped,8635.68,4296.76,153012_1,7.469405337324932,43.75858332395062,1
186,pedestrian_2-1_2762_tr,hbefa3/ldv_g_eu6,0.53,153362_0_2,motorcycle,7611.47,4996.76,153362_0,7.45642319097824,43.76458319140063,1
187,pedestrian_2-1_27_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,moped,7652.23,4622.49,153359_1,7.454546566149951,43.76178134336546,1
188,pedestrian_2-1_2814_tr,hbefa3/ldv_g_eu6,1.08,153360_0_1,motorcycle,7489.21,5185.21,153360_0,7.455240788140039,43.765955768975736,1
189,pedestrian_2-1_2817_tr,hbefa3/ldv_g_eu6,1.08,152558_5_2,motorcycle,7034.24,4267.73,152558_5,7.449376164935055,43.75799383344071,1
190,pedestrian_2-1_2824_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,moped,8637.78,4297.03,153012_1,7.469405337324932,43.75858332395062,1
191,pedestrian_2-1_2843_tr,hbefa3/ldv_g_eu6,1.08,153354_0_1,motorcycle,7718.5,4658.56,153354_0,7.457521732201461,43.761405479979,1
192,pedestrian_2-1_2845_tr,hbefa3/ldv_g_eu6,1.08,152558_6_1,moped,7259.59,4508.06,152558_6,7.451358150957602,43.75954864684783,1
193,pedestrian_2-1_2869_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8602.26,4297.84,153012_1,7.469405337324932,43.75858332395062,1
194,pedestrian_2-1_2890_tr,hbefa3/ldv_g_eu6,0.83,153359_1_1,moped,7574.51,4606.44,153359_1,7.454546566149951,43.76178134336546,1
195,pedestrian_2-1_2947_tr,hbefa3/ldv_g_eu6,0.79,153359_1_1,moped,7563.26,4609.59,153359_1,7.454546566149951,43.76178134336546,1
196,pedestrian_2-1_2960_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,moped,8616.97,4293.93,153012_1,7.469405337324932,43.75858332395062,1
197,pedestrian_2-1_298_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8593.53,4301.72,153012_1,7.469405337324932,43.75858332395062,1
198,pedestrian_2-1_3015_tr,hbefa3/ldv_g_eu6,1.08,153354_0_1,motorcycle,7697.49,4633.86,153354_0,7.457521732201461,43.761405479979,1
199,pedestrian_2-1_3069_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,moped,8644.53,4300.56,153012_1,7.469405337324932,43.75858332395062,1
200,pedestrian_2-1_3074_tr,hbefa3/ldv_g_eu6,1.08,152337_1,motorcycle,7742.43,4658.3,152337,7.4580748610487,43.76165469556375,1
201,pedestrian_2-1_3076_tr,hbefa3/ldv_g_eu6,0.97,153359_1_1,motorcycle,7648.55,4622.13,153359_1,7.454546566149951,43.76178134336546,1
202,pedestrian_2-1_3083_tr,hbefa3/ldv_g_eu6,1.44,153360_0_1,moped,7481.16,5194.84,153360_0,7.455240788140039,43.765955768975736,1
203,pedestrian_2-1_3097_tr,hbefa3/ldv_g_eu6,0.7,153485_2_2,motorcycle,7175.12,5148.7,153485_2,7.450933488930565,43.76598182367368,1
204,pedestrian_2-1_309_tr,hbefa3/ldv_g_eu6,0.64,153012_1_2,motorcycle,8379.66,4554.43,153012_1,7.469405337324932,43.75858332395062,1
205,pedestrian_2-1_3115_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,moped,8096.54,4875.2,153012_1,7.469405337324932,43.75858332395062,1
206,pedestrian_2-1_3170_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
207,pedestrian_2-1_3172_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,moped,8643.7,4301.93,153012_1,7.469405337324932,43.75858332395062,1
208,pedestrian_2-1_3178_tr,hbefa3/ldv_g_eu6,0.0,153012_1_2,moped,7787.05,4936.7,153012_1,7.469405337324932,43.75858332395062,1
209,pedestrian_2-1_3192_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
210,pedestrian_2-1_320_tr,hbefa3/ldv_g_eu6,1.08,152558_5_1,motorcycle,7173.26,4427.89,152558_5,7.4494068217116,43.75797561169512,1
211,pedestrian_2-1_3238_tr,hbefa3/ldv_g_eu6,0.53,152558_5_1,motorcycle,7184.58,4436.97,152558_5,7.4494068217116,43.75797561169512,1
212,pedestrian_2-1_329_tr,hbefa3/ldv_g_eu6,1.08,152558_6_1,moped,7200.52,4440.39,152558_6,7.451358150957602,43.75954864684783,1
213,pedestrian_2-1_3342_tr,hbefa3/ldv_g_eu6,1.08,153485_2_2,motorcycle,7175.12,5148.7,153485_2,7.450933488930565,43.76598182367368,1
214,pedestrian_2-1_3346_tr,hbefa3/ldv_g_eu6,0.55,153012_1_2,moped,8644.53,4300.56,153012_1,7.469405337324932,43.75858332395062,1
215,pedestrian_2-1_340_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8631.05,4295.07,153012_1,7.469405337324932,43.75858332395062,1
216,pedestrian_2-1_3413_tr,hbefa3/ldv_g_eu6,0.87,153359_1_1,motorcycle,7677.75,4629.54,153359_1,7.454546566149951,43.76178134336546,1
217,pedestrian_2-1_3448_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8597.89,4299.76,153012_1,7.469405337324932,43.75858332395062,1
218,pedestrian_2-1_3458_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8635.94,4295.44,153012_1,7.469405337324932,43.75858332395062,1
219,pedestrian_2-1_3491_tr,hbefa3/ldv_g_eu6,0.0,153359_1_1,moped,7586.49,4607.31,153359_1,7.454546566149951,43.76178134336546,1
220,pedestrian_2-1_349_tr,hbefa3/ldv_g_eu6,1.08,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
221,pedestrian_2-1_3526_tr,hbefa3/ldv_g_eu6,0.53,152558_6_1,moped,7253.15,4504.16,152558_6,7.451358150957602,43.75954864684783,1
222,pedestrian_2-1_3576_tr,hbefa3/ldv_g_eu6,0.58,153361_2_1,motorcycle,7326.74,4716.57,153361_2,7.452809128022205,43.76203001486708,1
223,pedestrian_2-1_3599_tr,hbefa3/ldv_g_eu6,1.08,153361_2_1,motorcycle,7319.26,4710.55,153361_2,7.452809128022205,43.76203001486708,1
224,pedestrian_2-1_3612_tr,hbefa3/ldv_g_eu6,0.53,153012_1_2,motorcycle,8607.63,4295.9,153012_1,7.469405337324932,43.75858332395062,1
225,pedestrian_2-1_3631_tr,hbefa3/ldv_g_eu6,1.06,153012_1_2,motorcycle,8644.44,4300.52,153012_1,7.469405337324932,43.75858332395062,1
226,pedestrian_2-1_3685_tr,hbefa3/ldv_g_eu6,1.08,152558_5_1,moped,7036.61,4265.58,152558_5,7.4494068217116,43.75797561169512,1
227,pedestrian_2-1_3688_tr,hbefa3/ldv_g_eu6,0.54,153362_0_2,moped,7613.28,4989.34,153362_0,7.45642319097824,43.76458319140063,1
228,pedestrian_2-1_3736_tr,hbefa3/ldv_g_eu6,1.08,153359_1_1,motorcycle,7457.1,4681.13,153359_1,7.454546566149951,43.76178134336546,1
